Ref;Arena Link;Category;Characteristics;Commodity Class;Created Date;Description;DXDB_LIBNAME;Effective Date;Footprint;Halogen Free;Manufacturer 1;Manufacturer 1 PN;Manufacturer 2;Manufacturer 2 PN;Manufacturer 3;Manufacturer 3 PN;Manufacturer 4;Manufacturer 4 PN;Manufacturer 5;Manufacturer 5 PN;Owner;Part Height;Part Status;Rating;Requestor;Revision;RoHS Compliant;Temperature Range;Tolerance;Value;Variant Variable Text;Voltage;Price
C953;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C954;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C955;https://app.bom.com/a/M4N5O8R8RARFTUIV?v=files.associations;Capacitor;X5R;PAS - Passives;2011-05-10T11:00:44-08:00;CAP, 10uF, 10V, 10%, X5R, CERAMIC, 0805;Capacitor;2013-02-20T15:53:29-08:00;0805C;;MURATA GRM21BR61A106KE19L;GRM21BR61A106KE19L;TAIYO YUDEN LMK212BJ106KG-T;LMK212BJ106KG-T;;;;;;;Michael Sorensen;1.35mm;Production;;Michael Sorensen;1;;-55 +85C;10%;10uF;;10V;0.0
CN1000;https://app.bom.com/a/WEXFYI1I1K3L04ON?v=files.associations;Connector;;EM - Electro Mechanical;2004-09-20T20:05:36-08:00;CONN, 3 PIN, RF, ULTRA MINIATURE, STRAIGHT, 0-6GHz, U.FL, 3x3.1x1.45mm;Connector;2014-04-28T09:22:48-08:00;CONN_3P_0300x0310_RF_HIROSE;N/A;HIROSE U.FL-R-SMT(10);U.FL-R-SMT(10);HIROSE U.FL-R-SMT-1(80);U.FL-R-SMT-1(80);HIROSE U.FL-R-SMT-1(10);U.FL-R-SMT-1(10);IPEX 20279-001E-03;20279-001E-03;IPEX 20279-001E-01;20279-001E-01;Rex Lee;1.45mm;Production;;Patrik Lilja;4;N/A;-40 +90C;;;;;0.0
CN301;https://app.bom.com/a/WEXFYI1I1K3L04ON?v=files.associations;Connector;;EM - Electro Mechanical;2004-09-20T20:05:36-08:00;CONN, 3 PIN, RF, ULTRA MINIATURE, STRAIGHT, 0-6GHz, U.FL, 3x3.1x1.45mm;Connector;2014-04-28T09:22:48-08:00;CONN_3P_0300x0310_RF_HIROSE;N/A;HIROSE U.FL-R-SMT(10);U.FL-R-SMT(10);HIROSE U.FL-R-SMT-1(80);U.FL-R-SMT-1(80);HIROSE U.FL-R-SMT-1(10);U.FL-R-SMT-1(10);IPEX 20279-001E-03;20279-001E-03;IPEX 20279-001E-01;20279-001E-01;Rex Lee;1.45mm;Production;;Patrik Lilja;4;N/A;-40 +90C;;;;;0.0
CN302;https://app.bom.com/a/WEXFYI1I1K3L04ON?v=files.associations;Connector;;EM - Electro Mechanical;2004-09-20T20:05:36-08:00;CONN, 3 PIN, RF, ULTRA MINIATURE, STRAIGHT, 0-6GHz, U.FL, 3x3.1x1.45mm;Connector;2014-04-28T09:22:48-08:00;CONN_3P_0300x0310_RF_HIROSE;N/A;HIROSE U.FL-R-SMT(10);U.FL-R-SMT(10);HIROSE U.FL-R-SMT-1(80);U.FL-R-SMT-1(80);HIROSE U.FL-R-SMT-1(10);U.FL-R-SMT-1(10);IPEX 20279-001E-03;20279-001E-03;IPEX 20279-001E-01;20279-001E-01;Rex Lee;1.45mm;Production;;Patrik Lilja;4;N/A;-40 +90C;;;;;0.0
CN303;https://app.bom.com/a/WEXFYI1I1K3L04ON?v=files.associations;Connector;;EM - Electro Mechanical;2004-09-20T20:05:36-08:00;CONN, 3 PIN, RF, ULTRA MINIATURE, STRAIGHT, 0-6GHz, U.FL, 3x3.1x1.45mm;Connector;2014-04-28T09:22:48-08:00;CONN_3P_0300x0310_RF_HIROSE;N/A;HIROSE U.FL-R-SMT(10);U.FL-R-SMT(10);HIROSE U.FL-R-SMT-1(80);U.FL-R-SMT-1(80);HIROSE U.FL-R-SMT-1(10);U.FL-R-SMT-1(10);IPEX 20279-001E-03;20279-001E-03;IPEX 20279-001E-01;20279-001E-01;Rex Lee;1.45mm;Production;;Patrik Lilja;4;N/A;-40 +90C;;;;;0.0
CN304;https://app.bom.com/a/TBUCVFYFYH0FAY4V?v=files.associations;Connector;;EM - Electro Mechanical;2007-08-16T11:34:49-08:00;CONN, USB, TYPE A, RECEPTACLE, RIGHT ANGLE, THRU, 14.5x14x7.7mm;Connector;2015-07-14T23:32:01-08:00;CONN_4P_1450x1400_USB_2GND_RA_THRU;N/A;FCI 87520-5012BPSLF;87520-5012BPSLF;;;;;;;;;Michael Sorensen;7.25mm;Production;;Kristi Eng;1.0;N/A;;;;;;0.0
CN305;https://app.bom.com/a/O6P7QATATCV3LACA?v=files.associations;Connector;TYPE A/B;EM - Electro Mechanical;2010-01-04T16:06:20-08:00;CONN, USB, MICRO, TYPE A/B, RECEPTACLE, RIGHT ANGLE, REVERSE (TOP MOUNT), THRU/SMT, 7.5x5.6x2.8mm;Connector;2013-01-21T17:27:08-08:00;CONN_5P_0750x0560_USB_5GND_HRS_ZX62RD;N/A;HIROSE ZX62RD-AB-5P8;ZX62RD-AB-5P8;;;;;;;;;Rex Lee;2.8mm;Production;;Warren Chen;1;N/A;-30 +85C;;;;;0.0
CN306;https://agiledev.sierrawireless.local/Agile/object/Parts/3015145;Connector;;EMC - CABLE / CONNECTOR / SWITCH;2016-12-20T18:35:03Z;CONN, 38 PIN, EVERCLEAR ENHANCED, HIGH SPEED, SMT-RA, 18.2x11.5x5.48mm;Connector;;CONN_38P_1820x1150_0080CC_EVERCLEAR;N/A;AMPHENOL FS1-R38-20A2-00;FS1-R38-20A2-00;;;;;;;;;;5.48mm;Prototype;;Marco Tozzini;1;N/A;-55 +105C;;FS1-R38-20A2-00;;120VAC;0.0
CN307;https://agiledev.sierrawireless.local/Agile/object/Parts/3015034;Connector;;EM - Electro Mechanical;2016-09-14T00:37:38Z;CONN, 26 PIN, HEADER, DUAL ROW, MALE, THRU, 2.54MM PITCH, 33x4.83x11.56mm;Connector;;CONN_26P_3300x0483_0254CC_HEADER_THRU;N/A;AMPHENOL 67997-226HLF;67997-226HLF;;;;;;;;;;11.56mm;Prototype;;Marco Tozzini;1;N/A;-65 +125C;;67997-226HLF;;1500V;0.0
CN310;https://app.bom.com/a/WEXFYI1I1KJ2B058?v=files.associations;Connector;;EM - Electro Mechanical;2015-03-24T09:07:45-08:00;CONN, 6 PIN, HEADER, DUAL ROW, MALE, THRU, 2.54mm PITCH, 7.62x5.08x8.38mm;Connector;2015-10-23T11:09:21-08:00;CONN_6P_0760x0510_HEADER_THRU_0254CC;N/A;SAMTEC TSW-103-07-G-D;TSW-103-07-G-D;;;;;;;;;Carson Turnbull;8.38mm;Production;4.3A;Marco Tozzini;1;N/A;-55 +125C;;TSW-103-07-G-D;;400V;0.0
CN312;https://app.bom.com/a/WEXFYI1I1KJ2B058?v=files.associations;Connector;;EM - Electro Mechanical;2015-03-24T09:07:45-08:00;CONN, 6 PIN, HEADER, DUAL ROW, MALE, THRU, 2.54mm PITCH, 7.62x5.08x8.38mm;Connector;2015-10-23T11:09:21-08:00;CONN_6P_0760x0510_HEADER_THRU_0254CC;N/A;SAMTEC TSW-103-07-G-D;TSW-103-07-G-D;;;;;;;;;Carson Turnbull;8.38mm;Production;4.3A;Marco Tozzini;1;N/A;-55 +125C;;TSW-103-07-G-D;;400V;0.0
CN400;https://app.bom.com/a/K2L3M6P6P88TKRKK?v=files.associations;Connector;;EM - Electro Mechanical;2014-12-23T09:08:01-08:00;CONN, 10-PIN, HEADER, DUAL ROW, FEMALE, SMT, 1.27mm PITCH, 6.73x3.05x4.57mm;Connector;2014-12-24T11:35:01-08:00;CONN_10P_0673x0305_0127CC_SMT;N/A;SAMTEC SFMC-105-02-L-D-TR;SFMC-105-02-L-D-TR;;;;;;;;;Carson Turnbull;4.57mm;Design;2.9A;Marco Tozzini;1;N/A;-55 +125C;;SFMC-105-02-L-D-TR;DNI;;0.0
CN401;https://app.bom.com/a/K2L3M6P6P88TKRKK?v=files.associations;Connector;;EM - Electro Mechanical;2014-12-23T09:08:01-08:00;CONN, 10-PIN, HEADER, DUAL ROW, FEMALE, SMT, 1.27mm PITCH, 6.73x3.05x4.57mm;Connector;2014-12-24T11:35:01-08:00;CONN_10P_0673x0305_0127CC_SMT;N/A;SAMTEC SFMC-105-02-L-D-TR;SFMC-105-02-L-D-TR;;;;;;;;;Carson Turnbull;4.57mm;Design;2.9A;Marco Tozzini;1;N/A;-55 +125C;;SFMC-105-02-L-D-TR;DNI;;0.0
CN500;https://app.bom.com/a/UCVDWGZGZII7SP5S?v=files.associations;Connector;3.5MM;EM - Electro Mechanical;2014-01-29T18:38:14-08:00;CONN, 6 PIN, 3.5MM AUDIO JACK, SWITCH, RIGHT ANGLE, SMT/THRU HOLE, 14.8x6.4x4.35mm;Connector;2014-08-15T09:07:57-08:00;CONN_6P_1480x0640_AUDIO_JACK_DUAL;N/A;ACON AJR2Q-6K2011;AJR2Q-6K2011;;;;;;;;;Kenny Wong;4.35mm;Production;1A;Youngman Kim;1;N/A;-25 +70C;;3.5MM AUDIO JACK;;;0.0
CN600;https://app.bom.com/a/5N6O7RARATTF48A3?v=files.associations;Connector;;EM - Electro Mechanical;2014-10-06T09:19:56-08:00;CONN, 25-PIN, MICROSD/SIM COMBO, SWITCH, 17.8x12.9x1.28mm;Connector;2014-10-06T17:17:57-08:00;CONN_25P_1780x1290_0088CC_MICROSDSIM;N/A;MOLEX 104168-1620;104168-1620;;;;;;;;;Carson Turnbull;1.28mm;Design;0.5A;Marco Tozzini;1;N/A;-40 +85C;;;;10V;0.0
CN801;https://app.bom.com/a/O6P7QATATCV3LACA?v=files.associations;Connector;TYPE A/B;EM - Electro Mechanical;2010-01-04T16:06:20-08:00;CONN, USB, MICRO, TYPE A/B, RECEPTACLE, RIGHT ANGLE, REVERSE (TOP MOUNT), THRU/SMT, 7.5x5.6x2.8mm;Connector;2013-01-21T17:27:08-08:00;CONN_5P_0750x0560_USB_5GND_HRS_ZX62RD;N/A;HIROSE ZX62RD-AB-5P8;ZX62RD-AB-5P8;;;;;;;;;Rex Lee;2.8mm;Production;;Warren Chen;1;N/A;-30 +85C;;;;;0.0
CN802;https://app.bom.com/a/M4N5O8R8RA9SYJWV?v=files.associations;Connector;;EM - Electro Mechanical;2015-03-31T13:14:57-08:00;CONN, 2 PIN, HEADER, SHROUDED, MALE, THRU, 2mm PITCH, 5.9x4.5x6mm;Connector;2015-03-31T13:42:24-08:00;CONN_2P_0590x0450_0200CC_THRU_HEADER;N/A;JST B2B-PH-K-S;B2B-PH-K-S;;;;;;;;;Carson Turnbull;6mm;Design;2A;Marco Tozzini;1;N/A;-25 +85C;;B2B-PH-K-S;;100V;0.0
CN804;https://app.bom.com/a/9RASBVEVEXGZZSSE?v=files.associations;Connector;2.54MM PITCH;EM - Electro Mechanical;2003-10-24T15:30:07-08:00;CONN, 3 PIN, VERTICAL HEADER, POST TERMINAL STRIP, SINGLE ROW, 2.54MM PITCH, THRU, 7.62x2.54x10.7mm;Connector;2012-02-08T11:33:45-08:00;CONN_3P_0762x0254_VERTICAL_HEADER_SINGLE_ROW_THRU_SAMTEC_TSW;N/A;SAMTEC TSW-103-14-T-S;TSW-103-14-T-S;;;;;;;;;Rex Lee;10.7mm;Production;;Honda Ng;2;N/A;-65 +125C;;POST TERMINAL STRIP;;;0.0
D200;https://app.bom.com/a/I0J1K4N4N66W3SE5?v=files.associations;Diode;GREEN;DIS - Discretes;2013-06-06T02:29:42-08:00;LED, GREEN, RIGHT ANGLE, SMT, 2V, 25mA, 3x2x1mm;Diode;2014-05-06T18:58:39-08:00;LED_3P_0300x0200_RA;N/A;EVERLIGHT ELECTRONICS 12-21SYGC/S530-E2/TR8;12-21SYGC/S530-E2/TR8;;;;;;;;;Brian Ng;1mm;Production;25mA;Tony Li;1;N/A;-40 +85C;;LED GREEN;;2V;0.0
D301;https://app.bom.com/a/DVEWFZIZI1KSUFSD?v=files.associations;Diode;ESD;PAS - Passives;2010-02-23T11:56:19-08:00;DIO, ESD SUPPRESSOR, POLYMER, 30V, 0.05pF, LOW CAPACITANCE, 0402;Diode;2014-03-12T09:04:32-08:00;0402E;N/A;COOPER BUSSMANN 0402ESDA-MLP1;0402ESDA-MLP1;;;;;;;;;Morris Chau;0.45mm;Production;15kV;Patrik Lilja;2;N/A;-55 +125C;;0.05pF;DNI;30V;0.0
D302;https://app.bom.com/a/DVEWFZIZI1KSUFSD?v=files.associations;Diode;ESD;PAS - Passives;2010-02-23T11:56:19-08:00;DIO, ESD SUPPRESSOR, POLYMER, 30V, 0.05pF, LOW CAPACITANCE, 0402;Diode;2014-03-12T09:04:32-08:00;0402E;N/A;COOPER BUSSMANN 0402ESDA-MLP1;0402ESDA-MLP1;;;;;;;;;Morris Chau;0.45mm;Production;15kV;Patrik Lilja;2;N/A;-55 +125C;;0.05pF;DNI;30V;0.0
D303;https://app.bom.com/a/DVEWFZIZI1KSUFSD?v=files.associations;Diode;ESD;PAS - Passives;2010-02-23T11:56:19-08:00;DIO, ESD SUPPRESSOR, POLYMER, 30V, 0.05pF, LOW CAPACITANCE, 0402;Diode;2014-03-12T09:04:32-08:00;0402E;N/A;COOPER BUSSMANN 0402ESDA-MLP1;0402ESDA-MLP1;;;;;;;;;Morris Chau;0.45mm;Production;15kV;Patrik Lilja;2;N/A;-55 +125C;;0.05pF;DNI;30V;0.0
D305;https://app.bom.com/a/BTCUDXGXGZZUMI6K?v=files.associations;Diode;;DIS - Discretes;2012-07-11T15:11:40-08:00;DIO, ESD PROTECTION, 4-LINES, USB-HS/USB OTG, DFN-6, 1.45x1x0.6mm;Diode;2013-11-26T22:59:31-08:00;DFN_6P_0145x0100_0050CC;N/A;TEXAS INSTRUMENTS TPD4S012DRYR;TPD4S012DRYR;;;;;;;;;Morris Chau;0.6mm;Production;;Franck Delcroix;1;N/A;-40 +85C;;;;;0.0
D400;https://app.bom.com/a/DVEWFZIZI1KSUFSD?v=files.associations;Diode;ESD;PAS - Passives;2010-02-23T11:56:19-08:00;DIO, ESD SUPPRESSOR, POLYMER, 30V, 0.05pF, LOW CAPACITANCE, 0402;Diode;2014-03-12T09:04:32-08:00;0402E;N/A;COOPER BUSSMANN 0402ESDA-MLP1;0402ESDA-MLP1;;;;;;;;;Morris Chau;0.45mm;Production;15kV;Patrik Lilja;2;N/A;-55 +125C;;0.05pF;DNI;30V;0.0
D401;https://app.bom.com/a/I0J1K4N4N66W3SE5?v=files.associations;Diode;GREEN;DIS - Discretes;2013-06-06T02:29:42-08:00;LED, GREEN, RIGHT ANGLE, SMT, 2V, 25mA, 3x2x1mm;Diode;2014-05-06T18:58:39-08:00;LED_3P_0300x0200_RA;N/A;EVERLIGHT ELECTRONICS 12-21SYGC/S530-E2/TR8;12-21SYGC/S530-E2/TR8;;;;;;;;;Brian Ng;1mm;Production;25mA;Tony Li;1;N/A;-40 +85C;;LED GREEN;;2V;0.0
D402;https://app.bom.com/a/I0J1K4N4N66W3SE5?v=files.associations;Diode;GREEN;DIS - Discretes;2013-06-06T02:29:42-08:00;LED, GREEN, RIGHT ANGLE, SMT, 2V, 25mA, 3x2x1mm;Diode;2014-05-06T18:58:39-08:00;LED_3P_0300x0200_RA;N/A;EVERLIGHT ELECTRONICS 12-21SYGC/S530-E2/TR8;12-21SYGC/S530-E2/TR8;;;;;;;;;Brian Ng;1mm;Production;25mA;Tony Li;1;N/A;-40 +85C;;LED GREEN;;2V;0.0
D410;https://app.bom.com/a/FXGYH1K1K3M446W1?v=files.associations;Diode;GREEN;DIS - Discretes;2005-04-12T13:10:32-08:00;LED, GREEN, TOP FIRE, SMT, 2.2V, 20mA, 0603;Diode;2013-11-27T08:58:20-08:00;0603D;N/A;ROHM SML-310MTT86;SML-310MTT86;;;;;;;;;Brian Ng;0.9mm;Production;20mA;Ryan Fallini;4;N/A;-30 +85C;;LED GREEN;;2.2V;0.0
D600;https://app.bom.com/a/5N6O7RARATCOBWLT?v=files.associations;Diode;ESD;PAS - Passives;2008-07-22T14:27:20-08:00;DIO, ESD PROTECTION, 3 LINES, 8/15kV, 0.5pF, DFN-6, 1.45x1x0.65mm;Diode;2014-04-28T09:22:48-08:00;DFN_6P_0145x0100_0050CC;N/A;SEMTECH RClamp0503N.TCT;RClamp0503N.TCT;;;;;;;;;Morris Chau;0.65mm;Production;;Vivutha Men;5;N/A;-55 +125C;;0.5pF;;15kV;0.0
D601;https://app.bom.com/a/CUDVEYHYH00VNJ7H?v=files.associations;Diode;ESD;DIS - Discretes;2012-07-11T15:11:41-08:00;DIO, ESD PROTECTION, 6 LINES, HIGH-SPEED DATA INTERFACES, QFN-8, 1.5x1.5x0.6mm;Diode;2013-11-28T00:48:02-08:00;QFN_8P_0150x0150_0050CC;N/A;TEXAS INSTRUMENTS TPD6E004RSER;TPD6E004RSER;;;;;;;;;Morris Chau;0.6mm;Production;;Franck Delcroix;1;N/A;-40 +85C;;1.6pF;;;0.0
D800;https://app.bom.com/a/BTCUDXGXGZZUMI6K?v=files.associations;Diode;;DIS - Discretes;2012-07-11T15:11:40-08:00;DIO, ESD PROTECTION, 4-LINES, USB-HS/USB OTG, DFN-6, 1.45x1x0.6mm;Diode;2013-11-26T22:59:31-08:00;DFN_6P_0145x0100_0050CC;N/A;TEXAS INSTRUMENTS TPD4S012DRYR;TPD4S012DRYR;;;;;;;;;Morris Chau;0.6mm;Production;;Franck Delcroix;1;N/A;-40 +85C;;;;;0.0
D801;https://app.bom.com/a/FXGYH1K1K3M446W1?v=files.associations;Diode;GREEN;DIS - Discretes;2005-04-12T13:10:32-08:00;LED, GREEN, TOP FIRE, SMT, 2.2V, 20mA, 0603;Diode;2013-11-27T08:58:20-08:00;0603D;N/A;ROHM SML-310MTT86;SML-310MTT86;;;;;;;;;Brian Ng;0.9mm;Production;20mA;Ryan Fallini;4;N/A;-30 +85C;;LED GREEN;DNI;2.2V;0.0
D803;https://agiledev.sierrawireless.local/Agile/object/Parts/3600208;Diode;;DIS - Discretes;2016-04-14T22:30:33Z;DIO, LED, GREEN, DIFFUSED, 0603, 1.7x0.8x0.68mm;Diode;;0603D;N/A;OSRAM LG L29K-F2J1-24-Z;LG L29K-F2J1-24-Z;;;;;;;;;;0.68mm;Prototype;;Raymond Li;1;N/A;-40 +100C;;LG L29K-F2J1-24-Z;;12V;0.0
FIL1000;;RF Filter;;RFS - SWITCH / FILTER / ISOLATOR / DUPLEXER;;FILTER, BALUN, CHIP, 2450MHz, +/-50MHz, 2W, 50 UNBALANCED/50 BALANCED, 1.6x0.8x0.7mm;RF_Filter;;FIL_6P_0160x0080_0050CC_MURATA;N/A;ADVANCED CERAMIC X CORP BL1608-05A2450TB;BL1608-05A2450TB;WALSIN TECHNOLOGY RFBLN1608050AM8T62;RFBLN1608050AM8T62;;;;;;;Carson Turnbull;0.7mm;Prototype;;Ashish Syal;1;N/A;-40 +85C;50MHz;2450MHz;;;0.0
J301;https://app.bom.com/a/0I1J2M5M5O7JVHSE?v=files.associations;Misc Electrical;;EM - Electro Mechanical;2008-05-21T15:18:41-08:00;CONN, 1 PIN, SPRING CLIP, 4.95x1.1x4mm;Misc_Electrical;2015-04-09T13:44:05-08:00;CONN_1P_0490x0110_SPRING_CLIP;N/A;ITT INTERCONNECT SOLUTIONS CU-120220-0206;CU-120220-0206;MCR01MZPJ301;MCR01MZPJ301;;;;;;;Michael Sorensen;4mm;Production;;Kent Crandall;2;N/A;;;;DNI;;0.0
J302;https://app.bom.com/a/0I1J2M5M5O7JVHSE?v=files.associations;Misc Electrical;;EM - Electro Mechanical;2008-05-21T15:18:41-08:00;CONN, 1 PIN, SPRING CLIP, 4.95x1.1x4mm;Misc_Electrical;2015-04-09T13:44:05-08:00;CONN_1P_0490x0110_SPRING_CLIP;N/A;ITT INTERCONNECT SOLUTIONS CU-120220-0206;CU-120220-0206;;;;;;;;;Michael Sorensen;4mm;Production;;Kent Crandall;2;N/A;;;;DNI;;0.0
L1000;https://app.bom.com/a/1J2K3N6N6PV2KWR8?v=files.associations;RF Filter Inductor;;RFS - SWITCH / FILTER / ISOLATOR / DUPLEXER PAS - Passives;2012-01-30T17:37:21-08:00;FILTER, BALUN, CHIP, 2450MHz, +/-50MHz, 2W, 50 UNBALANCED/50 BALANCED, 1.6x0.8x0.7mm IND, 2.2uH, 30%, 1.1A, DCR=0.11 OHM, MULTILAYER, 2.5x2x1mm;RF_Filter Inductor;2012-09-13T10:31:14-08:00;FIL_6P_0160x0080_0050CC_MURATA IND_2P_0250x0200_0190CC_GENERIC;N/A N/A;ADVANCED CERAMIC X CORP BL1608-05A2450TB FDK MIPSZ2520D2R2;BL1608-05A2450TB MIPSZ2520D2R2;WALSIN TECHNOLOGY RFBLN1608050AM8T62;RFBLN1608050AM8T62;;;;;;;Carson Turnbull Chris Ivanciuc;0.7mm 1mm;Prototype Production;1.1A;Ashish Syal Sajeev Alakkatt;1 1;N/A N/A;-40 +85C -40 +85C;50MHz 30%;2450MHz 2.2uH;;;0.0
L1001;https://agiledev.sierrawireless.local/Agile/object/Parts/3300143;Inductor;;PAS - Passives;2012-01-04T01:15:16Z;IND, 1.2nH, +/-0.1nH, 280mA, 0201;Inductor;2012-08-03T15:32:37-08:00;0201L;N/A;MURATA LQP03TN1N2B02D;LQP03TN1N2B02D;MURATA LQP03TN1N2B00D;LQP03TN1N2B00D;;;;;;;Morris Chau;0.35mm;Production;280mA;Edison Li;2;N/A;-40 +85C;0.1nH;1.2nH;;;0.0
L1002;https://agiledev.sierrawireless.local/Agile/object/Parts/3300143;Inductor;;PAS - Passives;2012-01-04T01:15:16Z;IND, 1.2nH, +/-0.1nH, 280mA, 0201;Inductor;2012-08-03T15:32:37-08:00;0201L;N/A;MURATA LQP03TN1N2B02D;LQP03TN1N2B02D;MURATA LQP03TN1N2B00D;LQP03TN1N2B00D;;;;;;;Morris Chau;0.35mm;Production;280mA;Edison Li;2;N/A;-40 +85C;0.1nH;1.2nH;;;0.0
L1026;https://agiledev.sierrawireless.local/Agile/object/Parts/3016096;Inductor;Murata & TDK Dual Source SWI P/N;PAS - PASSIVES;2017-03-15T07:01:12Z;IND, 1.2nH, +/-0.1nH, 280mA, 0201;Inductor;;0201L;N/A;MURATA LQP03TN1N2B02D;LQP03TN1N2B02D;MURATA LQP03TN1N2B00D;LQP03TN1N2B00D;TDK MLG0603P1N2BT000;MLG0603P1N2BT000;;;;;;0.35mm;Prototype;;Grant Chen;1;N/A;-40 +85C;0.1nH;1.2nH;;;0.0
L1087;https://app.bom.com/a/0I1J2M5M5OOJ4LJO?v=files.associations;Inductor;Murata Single Source SWI P/N;PAS - Passives;2012-08-10T13:43:59-08:00;IND, 2.4nH, +/-0.2nH, 440mA, 0201;Inductor;2015-03-17T09:10:18-08:00;0201L;N/A;MURATA LQP03TN2N4C02D;LQP03TN2N4C02D;;;;;;;;;Morris Chau;0.35mm;Production;440mA;Mark Van Hoorebeke;1;N/A;-40 +85C;0.2nH;2.4nH;;;0.0
L300;https://app.bom.com/a/L3M4N7Q7Q9SAPWCH?v=files.associations;Inductor;;PAS - Passives;2004-09-16T15:57:35-08:00;IND, 47nH, 5%, 200mA, 0402;Inductor;2013-05-16T08:55:35-08:00;0402L;N/A;MURATA LQG15HN47NJ02D;LQG15HN47NJ02D;TAIYO YUDEN LG HK 1005 47NJ-T;LG HK 1005 47NJ-T;;;;;;;Morris Chau;0.55mm;Production;200mA;Paul Li;1.0;N/A;-55 +125C;5%;47nH;;;0.0
L500;https://app.bom.com/a/ASBTCWFWFYH2NE81?v=files.associations;Inductor;600 OHM;PAS - Passives;2010-12-09T11:25:14-08:00;FERRITE BEAD, 600 OHM@100MHz, 25%, 420mA, DCR=0.34 OHM, 0402;Inductor;2013-10-29T02:27:03-08:00;0402L;;MURATA;;TAIYO YUDEN BK1005HS601-T;BK1005HS601-T;;;;;;;Morris Chau;0.55mm;Production;420mA;Franck Delcroix;1;;-55 +125C;25%;0H;;;0.0
L501;https://app.bom.com/a/ASBTCWFWFYH2NE81?v=files.associations;Inductor;600 OHM;PAS - Passives;2010-12-09T11:25:14-08:00;FERRITE BEAD, 600 OHM@100MHz, 25%, 420mA, DCR=0.34 OHM, 0402;Inductor;2013-10-29T02:27:03-08:00;0402L;;MURATA;;TAIYO YUDEN BK1005HS601-T;BK1005HS601-T;;;;;;;Morris Chau;0.55mm;Production;420mA;Franck Delcroix;1;;-55 +125C;25%;0H;;;0.0
L502;https://app.bom.com/a/FXGYH1K1K3M4JQ6H?v=files.associations;Inductor;;PAS - Passives;2004-09-16T15:57:32-08:00;IND, 22nH, 5%, 200mA, 0402;Inductor;2011-12-02T13:52:33-08:00;0402L;N/A;TAIYO YUDEN LG HK 1005 22NJ-T;LG HK 1005 22NJ-T;MURATA LQG15HN22NJ02D;LQG15HN22NJ02D;;;;;;;Morris Chau;0.55mm;Production;200mA;Vivutha Men;2;N/A;-55 +125C;5%;22nH;;;0.0
L503;https://app.bom.com/a/FXGYH1K1K3M4JQ6H?v=files.associations;Inductor;;PAS - Passives;2004-09-16T15:57:32-08:00;IND, 22nH, 5%, 200mA, 0402;Inductor;2011-12-02T13:52:33-08:00;0402L;N/A;TAIYO YUDEN LG HK 1005 22NJ-T;LG HK 1005 22NJ-T;MURATA LQG15HN22NJ02D;LQG15HN22NJ02D;;;;;;;Morris Chau;0.55mm;Production;200mA;Vivutha Men;2;N/A;-55 +125C;5%;22nH;;;0.0
L504;https://app.bom.com/a/ASBTCWFWFYH2NE81?v=files.associations;Inductor;600 OHM;PAS - Passives;2010-12-09T11:25:14-08:00;FERRITE BEAD, 600 OHM@100MHz, 25%, 420mA, DCR=0.34 OHM, 0402;Inductor;2013-10-29T02:27:03-08:00;0402L;;MURATA;;TAIYO YUDEN BK1005HS601-T;BK1005HS601-T;;;;;;;Morris Chau;0.55mm;Production;420mA;Franck Delcroix;1;;-55 +125C;25%;0H;MIC_OMTP;;0.0
L505;https://app.bom.com/a/ASBTCWFWFYH2NE81?v=files.associations;Inductor;600 OHM;PAS - Passives;2010-12-09T11:25:14-08:00;FERRITE BEAD, 600 OHM@100MHz, 25%, 420mA, DCR=0.34 OHM, 0402;Inductor;2013-10-29T02:27:03-08:00;0402L;;MURATA;;TAIYO YUDEN BK1005HS601-T;BK1005HS601-T;;;;;;;Morris Chau;0.55mm;Production;420mA;Franck Delcroix;1;;-55 +125C;25%;0H;MIC_CTIA;;0.0
